text,label
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",46
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,46
What is a pending cash withdrawal?,46
When will a cash withdrawal show up?,46
"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",46
My ATM withdrawal is taking forever,46
What does it mean when a cash withdrawal is pending?,46
how long will my cash withdrawal be pending for?,46
Why is my withdrawl to cash still pending?,46
Why is the pending status on my cash withdrawal taking so long?,46
How long will it take for my cash withdrawal to stop pending,46
I'm concerned because my cash withdrawal is pending.,46
What is the reason my cash withdrawal is still pending?,46
How long will it take for my cash withdrawal to no longer show as pending?,46
How long until I see a cash withdrawal?,46
my cash out is still pending,46
Why does it still charge me even though I was unable to withdraw money from the ATM?,46
What does it mean if my cash withdrawal is pending?,46
Why is a transaction still pending?,46
I am not seeing recent cash withdrawal on my account.,46
What does a pending cash withdrawal mean?,46
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",46
How long will a cash withdrawal be pending?,46
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",46
Why does a cash withdrawal show as pending?,46
Why would a cash withdrawal still be pending?,46
Explain pending transactions.,46
How is my ATM deposit not available yet?,46
"My cash withdrawal is showing as pending, why?",46
"I withdrew some cash, when is it going to show?",46
Can you let me know why my cash withdrawal is still pending?,46
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",46
"I've been waiting for 3 days, why is my withdrawal still pending?",46
"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46
How long will my ATM withdrawal be pending?,46
Is there any reason my cash withdrawal still shows as pending?,46
Its been several days and my cash withdrawal is still pending. Why?,46
My account says a withdrawal is pending - why can't I take cash out of the ATM?,46
"My cash withdrawal says pending, why?",46
Why is my cash still pending that I put in ATM?,46
In my account I noticed my ATM withdrawal is still pending,46
Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,46
"My withdrawal is pending, why?",46
Why does my account show as pending a cash withdrawal from the ATM that I have already made?,46
"I have a cash withdrawal that says it's pending, why?",46
Why would a cash withdrawal be pending?,46
Why is the cash transaction still showing as not completed?,46
The cash I deposited using the ATM is still pending,46
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",46
Can you please tell me why my cash withdrawal is still pending?,46
My atm withdraw is stillpending,46
"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",46
"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",46
I made a cash withdraw and it shows up as pending why is that?,46
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,46
What should I do if I see a withdrawal is pending?,46
My balance is not what I thought it was following an ATM withdrawal,46
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",46
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",46
how long until a cash withdrawal will show on my account,46
When will the cash that I put in the ATM be cleared from pending status?,46
"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.",46
I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,46
my cash withdrawal has not come out of my account yet.,46
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",46
Why has my deposit in the ATM not cleared yet?,46
